Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        2     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_List_impl::~_List_impl()
  0.00      0.00     0.00        2     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_clear()
  0.00      0.00     0.00        2     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_List_base()
  0.00      0.00     0.00        2     0.00     0.00  std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~list()
  0.00      0.00     0.00        2     0.00     0.00  std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin()
  0.00      0.00     0.00        2     0.00     0.00  std::remove_reference<std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >&>::type&& std::move<std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >&>(std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >&)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  GFG::findSCC(int, std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > > const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<std::pair<int, int> > >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<std::pair<int, int> > >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::_M_max_size() const
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::size() const
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::__detail::_Hash_node<int, false> >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::__detail::_Hash_node<int, false> >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >::allocator(std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >::allocator<std::__cxx11::list<int, std::allocator<int> > >(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<std::pair<int, int> > >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::_List_node<std::pair<int, int> > >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear()
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_rehash(unsigned long, unsigned long const&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable()
  0.00      0.00     0.00        1     0.00     0.00  std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable()
  0.00      0.00     0.00        1     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set()
  0.00      0.00     0.00        1     0.00     0.00  std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set()
  0.00      0.00     0.00        1     0.00     0.00  std::pointer_traits<std::__detail::_Hash_node_base**>::pointer_to(std::__detail::_Hash_node_base*&)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::deallocate(std::allocator<std::__detail::_Hash_node_base*>&, std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::allocator_traits<std::allocator<std::__detail::_Hash_node_base*> >::allocate(std::allocator<std::__detail::_Hash_node_base*>&, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_List_impl::_List_impl(std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_List_base(std::allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_List_impl::_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_List_impl::~_List_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_clear()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::_List_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_List_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_initialize(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::list(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&)
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::list()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::list()
  0.00      0.00     0.00        1     0.00     0.00  std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~list()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hash_code_base<int, int, std::__detail::_Identity, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_base<int, int, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_buckets(unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_Hashtable_alloc()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::~_Hashtable_alloc()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::_Hashtable_ebo_helper()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<int, false> >, true>::~_Hashtable_ebo_helper()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::equal_to<int>, true>::_Hashtable_ebo_helper()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_Hashtable_ebo_helper()
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**)
  0.00      0.00     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       5/109         std::pair<std::__detail::_Node_iterator<int, true, false>, bool> std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert<int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > >(int const&, std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > > const&, std::integral_constant<bool, true>) [126]
                0.00    0.00       5/109         std::__detail::_Hash_node<int, false>* std::__detail::_AllocNode<std::allocator<std::__detail::_Hash_node<int, false> > >::operator()<int const&>(int const&) const [194]
                0.00    0.00       5/109         std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [232]
                0.00    0.00       5/109         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<int, false> > >::construct<int, int const&>(std::allocator<std::__detail::_Hash_node<int, false> >&, int*, int const&) [213]
                0.00    0.00       5/109         void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<int, int const&>(int*, int const&) [182]
                0.00    0.00       5/109         int& std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&) [228]
                0.00    0.00      15/109         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [65]
                0.00    0.00      15/109         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [64]
                0.00    0.00      15/109         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [60]
                0.00    0.00      15/109         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [49]
                0.00    0.00      19/109         int const& std::__detail::_Identity::operator()<int const&>(int const&) const [43]
[8]      0.0    0.00    0.00     109         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
-----------------------------------------------
                0.00    0.00       3/67          main [6]
                0.00    0.00      64/67          void std::__advance<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, long>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >&, long, std::bidirectional_iterator_tag) [31]
[9]      0.0    0.00    0.00      67         std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >::operator++() [9]
-----------------------------------------------
                0.00    0.00      21/62          std::__cxx11::list<int, std::allocator<int> >::begin() [38]
                0.00    0.00      41/62          std::__cxx11::list<int, std::allocator<int> >::end() [18]
[10]     0.0    0.00    0.00      62         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [10]
-----------------------------------------------
                0.00    0.00      57/57          std::_List_node<int>::_M_valptr() [13]
[11]     0.0    0.00    0.00      57         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [11]
                0.00    0.00      57/57          __gnu_cxx::__aligned_membuf<int>::_M_addr() [12]
-----------------------------------------------
                0.00    0.00      57/57          __gnu_cxx::__aligned_membuf<int>::_M_ptr() [11]
[12]     0.0    0.00    0.00      57         __gnu_cxx::__aligned_membuf<int>::_M_addr() [12]
-----------------------------------------------
                0.00    0.00      15/57          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [74]
                0.00    0.00      15/57          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [64]
                0.00    0.00      27/57          std::_List_iterator<int>::operator*() const [26]
[13]     0.0    0.00    0.00      57         std::_List_node<int>::_M_valptr() [13]
                0.00    0.00      57/57          __gnu_cxx::__aligned_membuf<int>::_M_ptr() [11]
-----------------------------------------------
                0.00    0.00      50/50          std::_List_node<std::__cxx11::list<int, std::allocator<int> > >::_M_valptr() [16]
[14]     0.0    0.00    0.00      50         __gnu_cxx::__aligned_membuf<std::__cxx11::list<int, std::allocator<int> > >::_M_ptr() [14]
                0.00    0.00      50/50          __gnu_cxx::__aligned_membuf<std::__cxx11::list<int, std::allocator<int> > >::_M_addr() [15]
-----------------------------------------------
                0.00    0.00      50/50          __gnu_cxx::__aligned_membuf<std::__cxx11::list<int, std::allocator<int> > >::_M_ptr() [14]
[15]     0.0    0.00    0.00      50         __gnu_cxx::__aligned_membuf<std::__cxx11::list<int, std::allocator<int> > >::_M_addr() [15]
-----------------------------------------------
                0.00    0.00       3/50          std::_List_node<std::__cxx11::list<int, std::allocator<int> > >* std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_create_node<std::__cxx11::list<int, std::allocator<int> > const&>(std::__cxx11::list<int, std::allocator<int> > const&) [256]
                0.00    0.00       5/50          std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >::operator->() const [192]
                0.00    0.00       6/50          std::_List_node<std::__cxx11::list<int, std::allocator<int> > >* std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_create_node<>() [174]
                0.00    0.00       9/50          std::__cxx11::_List_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_clear() [271]
                0.00    0.00      27/50          std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >::operator*() const [25]
[16]     0.0    0.00    0.00      50         std::_List_node<std::__cxx11::list<int, std::allocator<int> > >::_M_valptr() [16]
                0.00    0.00      50/50          __gnu_cxx::__aligned_membuf<std::__cxx11::list<int, std::allocator<int> > >::_M_ptr() [14]
-----------------------------------------------
                0.00    0.00      12/47          GFG::findSCC(int, std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [277]
                0.00    0.00      35/47          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[17]     0.0    0.00    0.00      47         std::vector<int, std::allocator<int> >::operator[](unsigned long) [17]
-----------------------------------------------
                0.00    0.00       3/41          main [6]
                0.00    0.00       5/41          int& std::__cxx11::list<int, std::allocator<int> >::emplace_back<int const&>(int const&) [228]
                0.00    0.00       5/41          std::__cxx11::list<int, std::allocator<int> >::back() [229]
                0.00    0.00      10/41          std::__cxx11::list<int, std::allocator<int> >::push_back(int const&) [130]
                0.00    0.00      18/41          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[18]     0.0    0.00    0.00      41         std::__cxx11::list<int, std::allocator<int> >::end() [18]
                0.00    0.00      41/62          std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [10]
-----------------------------------------------
                0.00    0.00      16/40          std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::end() [45]
                0.00    0.00      24/40          std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::begin() [27]
[19]     0.0    0.00    0.00      40         std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >::_List_iterator(std::__detail::_List_node_base*) [19]
-----------------------------------------------
                0.00    0.00       3/39          void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >::construct<std::__cxx11::list<int, std::allocator<int> >, std::__cxx11::list<int, std::allocator<int> > const&>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> > const&) [245]
                0.00    0.00       5/39          std::__detail::_Hash_node<int, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<int, false> > >::_M_allocate_node<int const&>(int const&) [232]
                0.00    0.00       5/39          void __gnu_cxx::new_allocator<std::_List_node<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> >(std::pair<int, int>*, std::pair<int, int>&&) [186]
                0.00    0.00       5/39          void __gnu_cxx::new_allocator<std::__detail::_Hash_node<int, false> >::construct<int, int const&>(int*, int const&) [182]
                0.00    0.00       6/39          void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<int, std::allocator<int> > > >::construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [167]
                0.00    0.00      15/39          void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [49]
[20]     0.0    0.00    0.00      39         operator new(unsigned long, void*) [20]
-----------------------------------------------
                0.00    0.00      33/33          std::allocator<int>::~allocator() [22]
[21]     0.0    0.00    0.00      33         __gnu_cxx::new_allocator<int>::~new_allocator() [21]
-----------------------------------------------
                0.00    0.00       1/33          GFG::findSCC(int, std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [277]
                0.00    0.00      10/33          GFG::isPath(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [117]
                0.00    0.00      11/33          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [100]
                0.00    0.00      11/33          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [89]
[22]     0.0    0.00    0.00      33         std::allocator<int>::~allocator() [22]
                0.00    0.00      33/33          __gnu_cxx::new_allocator<int>::~new_allocator() [21]
-----------------------------------------------
                0.00    0.00      15/30          std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [74]
                0.00    0.00      15/30          std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [64]
[23]     0.0    0.00    0.00      30         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [23]
-----------------------------------------------
                0.00    0.00       8/29          main [6]
                0.00    0.00      21/29          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[24]     0.0    0.00    0.00      29         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [24]
-----------------------------------------------
                0.00    0.00       3/27          main [6]
                0.00    0.00       6/27          std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::back() [175]
                0.00    0.00      18/27          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[25]     0.0    0.00    0.00      27         std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >::operator*() const [25]
                0.00    0.00      27/50          std::_List_node<std::__cxx11::list<int, std::allocator<int> > >::_M_valptr() [16]
-----------------------------------------------
                0.00    0.00       5/27          main [6]
                0.00    0.00       5/27          std::__cxx11::list<int, std::allocator<int> >::back() [229]
                0.00    0.00      17/27          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[26]     0.0    0.00    0.00      27         std::_List_iterator<int>::operator*() const [26]
                0.00    0.00      27/57          std::_List_node<int>::_M_valptr() [13]
-----------------------------------------------
                0.00    0.00       1/24          main [6]
                0.00    0.00       5/24          GFG::findSCC(int, std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [277]
                0.00    0.00      18/24          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[27]     0.0    0.00    0.00      24         std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::begin() [27]
                0.00    0.00      24/40          std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >::_List_iterator(std::__detail::_List_node_base*) [19]
-----------------------------------------------
                0.00    0.00      23/23          void std::advance<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, long>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >&, long) [30]
[28]     0.0    0.00    0.00      23         std::iterator_traits<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >::iterator_category std::__iterator_category<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > const&) [28]
-----------------------------------------------
                0.00    0.00       5/23          GFG::findSCC(int, std::__cxx11::list<std::pair<int, int>, std::allocator<std::pair<int, int> > >&) [277]
                0.00    0.00      18/23          GFG::dfs(int, int, std::__cxx11::list<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&) [116]
[29]     0.0    0.00    0.00      23         std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > std::next<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, std::iterator_traits<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >::difference_type) [29]
                0.00    0.00      23/23          void std::advance<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, long>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >&, long) [30]
-----------------------------------------------
                0.00    0.00      23/23          std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > std::next<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, std::iterator_traits<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > > >::difference_type) [29]
[30]     0.0    0.00    0.00      23         void std::advance<std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >, long>(std::_List_iterator<std::__cxx11::list<int, std::allocator<int> > >&, long) [30]
